query_10074.rq;1;429;3496;428;9
query_10164.rq;51;10697;2669584;219;4463
query_10137.rq;5;1871;292239;401;2932
query_10054.rq;1;19;1010;19;1
query_1007.rq;1;37;8879;37;25
query_10021.rq;169;16448;1341872;113;1209
query_10101.rq;14;3934;1375254;713;5362
query_10009.rq;-1;-1;-1;-1;-1
query_8412.rq;1;22;1895;22;3
query_10106.rq;1;23;78511;0;0
query_10099.rq;1044;175017;102936641;1590726122411;568214
query_10067.rq;1;21;1206;0;0
query_10002.rq;3;176;21438;155;136
query_10173.rq;-1;-1;-1;-1;-1
query_10041.rq;23;5868;2140479;159;17770
query_10172.rq;197;31682;12232241;237;31850
query_10148.rq;-1;-1;-1;-1;-1
query_10057.rq;92;12598;4574094;152;18433
query_1015.rq;1;27;1251;0;0
query_10094.rq;10;2630;801887;369;3071
query_10051.rq;-1;-1;-1;-1;-1
query_10027.rq;-1;-1;-1;-1;-1
query_10048.rq;1;26;2194;0;0
query_1005.rq;242;21354;7978094;130;29300
query_10160.rq;-1;-1;-1;-1;-1
query_10004.rq;-1;-1;-1;-1;-1
query_10072.rq;131;18173;7648596;198;26271
query_10062.rq;461;98771;35984149;245;154603
query_10159.rq;1;24;2195;0;0
query_10088.rq;183;35602;8970188;207;31876
query_10121.rq;3;671;109652;101;413
query_10162.rq;-1;-1;-1;-1;-1
query_10119.rq;380;63375;41620678;608;213059
query_100.rq;1;34;1405;34;1
query_10050.rq;1;19;996;0;0
query_10112.rq;-1;-1;-1;-1;-1
query_10046.rq;1;28;1851;0;0
query_10076.rq;1;37;3485;37;9
query_10157.rq;2;917;166511;310;762
query_10087.rq;6;1382;125750;166;466
query_3058.rq;224;27490;4706191;135;9225
query_10024.rq;1;25;1851;0;0
query_10013.rq;1;14;708;14;1
query_10053.rq;180;56932;9482165;205;33312
query_1006.rq;422;148719;18168280;147;63913
query_10109.rq;-1;-1;-1;-1;-1
query_10080.rq;119;28612;9261702;182;48729
query_10023.rq;31;3018;1311451;120;5281
query_10155.rq;1;20;1421;20;1
query_1013.rq;535;47883;19854728;99;68999
query_10043.rq;57;9266;5077199;61;20952
query_10065.rq;688;104764;44425406;117;161313
query_10005.rq;1;88;1435;88;1
query_10033.rq;-1;-1;-1;-1;-1
