1579928925,41,33323
1579928926,0,33324
1579928927,27,33324
1579928928,27,33325
1579928929,35,33325
1579928930,38,33326
1579928931,39,33326
1579928932,36,33326
1579928933,36,33327
1579928935,31,33326
1579928936,36,33327
1579928937,38,33327
1579928938,35,33327
1579928939,30,33327
1579928940,35,33327
1579928941,36,33327
1579928942,35,33326
1579928943,43,33326
1579928944,33,33327
1579928945,36,33328
1579928946,38,33327
1579928947,38,33327
1579928948,40,33327
1579928949,38,33325
1579928950,38,33326
1579928951,28,33326
1579928952,40,33327
1579928953,42,33326
1579928954,42,33326
1579928955,34,33327
1579928956,37,33326
1579928957,37,33327
1579928958,39,33327
1579928959,38,33327
1579928960,40,33327
1579928961,39,33327
1579928962,35,33327
1579928963,39,33328
1579928964,35,33327
1579928965,37,33328
1579928966,39,33328
1579928967,40,33328
1579928968,41,33328
1579928969,40,33328
1579928970,34,33328
1579928971,37,33328
1579928972,34,33327
1579928973,40,33328
1579928974,42,33328
1579928975,39,33328
1579928976,42,33328
1579928977,34,33328
1579928978,37,33328
1579928979,33,33329
1579928980,40,33327
1579928981,38,33327
1579928982,40,33327
1579928983,36,33329
1579928984,35,33328
1579928985,37,33329
1579928986,35,33329
1579928987,38,33328
1579928988,41,33328
1579928989,38,33328
1579928990,39,33328
1579928991,31,33328
1579928992,41,33329
1579928993,36,33327
1579928994,40,33328
1579928995,38,33327
1579928996,42,33328
1579928997,40,33327
1579928998,32,33327
1579928999,40,33328
1579929000,40,33327
1579929001,39,33327
1579929002,42,33332
1579929003,41,33331
1579929004,40,33330
1579929005,34,33331
1579929006,36,33331
1579929007,39,33331
1579929008,42,33331
1579929009,42,33331
1579929010,42,33331
1579929011,38,33330
1579929012,30,33331
1579929013,37,33332
1579929014,40,33332
1579929015,40,33332
1579929016,40,33331
1579929017,42,33332
1579929018,37,33331
1579929019,33,33332
1579929020,38,33331
1579929021,37,33331
1579929022,41,33331
1579929023,38,33331
1579929024,40,33332
1579929025,37,33333
1579929026,36,33331
1579929027,37,33330
1579929028,37,33332
1579929029,39,33331
1579929030,36,33332
1579929031,35,33331
1579929032,36,33332
1579929033,37,33331
1579929034,40,33332
1579929035,40,33331
1579929036,39,33331
1579929037,34,33330
1579929038,39,33331
1579929039,40,33332
1579929040,41,33332
1579929041,42,33332
1579929042,43,33332
1579929043,32,33331
1579929044,36,33331
1579929045,42,33332
1579929046,38,33332
1579929047,39,33330
1579929048,37,33332
1579929049,37,33333
1579929050,39,33331
1579929051,36,33331
1579929052,37,33333
1579929053,39,33332
1579929055,34,33331
1579929056,42,33331
1579929057,38,33331
1579929058,41,33331
1579929059,36,33330
1579929060,34,33330
1579929061,39,33330
1579929062,39,33331
1579929063,41,33330
1579929064,40,33330
1579929065,33,33330
1579929066,35,33332
1579929067,41,33330
1579929068,40,33331
1579929069,39,33330
1579929070,44,33330
1579929071,32,33331
1579929072,32,33331
1579929073,39,33330
1579929074,43,33331
1579929075,43,33331
1579929076,37,33331
1579929077,41,33331
1579929078,40,33331
1579929079,34,33331
1579929080,36,33331
1579929081,38,33331
1579929082,43,33332
1579929083,42,33331
1579929084,42,33331
1579929085,42,33332
1579929086,36,33331
1579929087,36,33331
1579929088,43,33330
1579929089,43,33330
1579929090,35,33330
1579929091,41,33330
1579929092,47,33330
1579929093,45,33330
1579929094,37,33331
1579929095,38,33331
1579929096,34,33330
1579929097,44,33331
1579929098,43,33330
1579929099,42,33331
1579929100,44,33331
1579929101,40,33331
1579929102,44,33330
1579929103,41,33332
1579929104,33,33331
1579929105,36,33332
1579929106,40,33331
1579929107,42,33331
1579929108,33,33331
1579929109,39,33331
1579929110,40,33331
1579929111,32,33331
1579929112,39,33331
1579929113,39,33331
1579929114,38,33331
1579929115,40,33331
1579929116,44,33332
1579929117,42,33331
1579929118,38,33331
1579929119,33,33331
1579929120,39,33330
1579929121,38,33331
1579929122,41,33330
1579929123,43,33331
1579929124,43,33331
1579929125,38,33331
1579929126,32,33330
1579929127,37,33331
1579929128,42,33331
1579929129,40,33330
1579929130,41,33332
1579929131,40,33332
1579929132,37,33332
1579929133,36,33331
1579929134,37,33332
1579929135,36,33331
1579929136,40,33330
1579929137,44,33331
1579929138,40,33332
1579929139,39,33331
1579929140,41,33332
1579929141,44,33331
1579929142,40,33332
1579929143,38,33332
1579929144,44,33332
1579929145,38,33331
1579929146,41,33332
1579929147,40,33331
1579929148,40,33332
1579929149,40,33331
1579929150,44,33332
1579929151,42,33331
1579929152,43,33331
1579929153,35,33330
1579929154,37,33332
1579929155,39,33331
1579929156,35,33331
1579929157,41,33331
1579929158,43,33331
1579929159,43,33331
1579929160,43,33332
1579929161,36,33331
1579929162,40,33331
1579929163,39,33331
1579929164,39,33332
1579929165,41,33331
1579929166,44,33331
1579929168,43,33331
1579929169,38,33331
1579929170,40,33332
1579929171,31,33330
1579929172,39,33331
1579929173,43,33330
1579929174,43,33331
1579929175,39,33331
1579929176,40,33332
1579929177,38,33331
1579929178,42,33331
1579929179,45,33332
1579929180,39,33331
1579929181,43,33331
1579929182,43,33331
1579929183,39,33331
1579929184,40,33330
1579929185,41,33330
1579929186,43,33331
1579929187,46,33330
1579929188,42,33331
1579929189,40,33330
1579929190,39,33331
1579929191,38,33331
1579929192,39,33331
1579929193,37,33331
1579929194,42,33331
1579929195,41,33331
1579929196,43,33331
1579929197,42,33331
1579929198,40,33331
1579929199,26,33331
1579929200,28,33331
1579929201,39,33331
1579929202,38,33331
1579929203,34,33331
1579929204,36,33331
1579929205,37,33331
1579929206,32,33331
1579929207,33,33331
1579929208,32,33331
1579929209,32,33331
1579929210,35,33332
1579929211,35,33332
1579929212,33,33333
1579929213,30,33332
1579929214,32,33332
1579929215,35,33331
1579929216,35,33332
1579929217,30,33331
1579929218,34,33331
1579929219,32,33331
1579929220,38,33332
1579929221,42,33331
1579929222,44,33331
1579929223,44,33331
1579929224,42,33331
1579929225,41,33331
1579929226,31,33330
1579929227,37,33331
1579929228,39,33332
1579929229,43,33332
1579929230,41,33331
1579929231,44,33331
1579929232,42,33330
1579929233,43,33333
1579929234,32,33330
1579929235,38,33331
1579929236,43,33331
1579929237,40,33332
1579929238,45,33331
1579929239,43,33331
1579929240,43,33331
1579929241,38,33331
1579929242,39,33331
1579929243,43,33332
1579929244,41,33331
1579929245,36,33330
1579929246,35,33332
1579929247,39,33330
1579929248,37,33331
1579929249,41,33331
1579929250,42,33331
1579929251,40,33331
1579929252,44,33332
1579929253,43,33332
1579929254,35,33333
1579929255,37,33332
1579929256,38,33332
1579929257,44,33332
1579929258,45,33332
1579929259,42,33332
1579929260,36,33331
1579929261,43,33332
1579929262,41,33331
1579929263,36,33332
1579929264,39,33331
1579929265,42,33333
1579929266,44,33333
1579929267,38,33332
1579929268,40,33332
1579929269,46,33332
1579929270,39,33333
1579929271,44,33332
1579929272,43,33332
1579929273,42,33332
1579929274,33,33332
1579929275,38,33332
1579929276,41,33333
1579929277,39,33332
1579929278,39,33332
1579929279,38,33331
1579929280,39,33331
1579929282,39,33332
1579929283,35,33332
1579929284,27,33331
1579929285,29,33332
1579929286,38,33331
1579929287,39,33332
1579929288,36,33330
1579929289,37,33331
1579929290,39,33330
1579929291,38,33330
1579929292,36,33330
1579929293,26,33331
1579929294,30,33330
1579929295,36,33330
1579929296,35,33331
1579929297,37,33331
1579929298,37,33331
1579929299,30,33330
1579929300,31,33330
1579929301,36,33331
1579929302,34,33330
1579929303,36,33330
1579929304,38,33330
1579929305,33,33330
1579929306,32,33331
1579929307,34,33331
