1585240245,10,8876
1585240246,10,8879
1585240248,10,8881
1585240381,10,8863
1585240382,0,8863
1585254704,10,52951
1585254705,0,52950
1585254706,0,52950
1585254707,0,52950
1585254708,0,52950
1585254709,1,52950
1585254710,3,52951
1585254711,4,52950
1585254712,5,52950
1585254713,7,52950
1585254714,7,52950
1585254715,7,52949
1585254716,9,52949
1585254717,12,52950
1585254718,12,52949
1585254719,14,52949
1585254720,17,52949
1585254721,22,52948
1585254722,24,52949
1585254723,21,52949
1585254724,26,52949
1585254725,28,52949
1585254726,29,52949
1585254727,30,52949
1585254728,34,52949
1585254729,37,52948
1585254730,44,52949
1585254731,38,52949
1585254732,34,52949
1585254733,45,52949
1585254734,52,52948
1585254735,40,52948
1585254736,40,52948
1585254737,41,52948
1585254738,44,52948
1585254739,45,52948
1585254740,42,52948
1585254741,57,52948
1585254742,65,52948
1585254743,68,52947
1585254744,64,52947
1585254745,76,52947
1585254746,90,52947
1585254747,86,52946
1585254748,92,52947
1585254749,86,52947
1585254750,89,52947
1585254752,95,52948
1585254753,93,52949
1585254754,94,52950
1585254755,96,52951
1585254756,99,52951
1585254757,100,52952
1585254758,97,52950
1585254759,99,52952
1585254760,99,52954
1585254762,99,52955
1585254763,99,52956
1585254764,96,52956
1585254765,99,52956
1585254766,99,52954
1585254767,99,52952
1585254768,94,52952
1585254769,98,52954
1585254771,99,52956
1585254772,99,52958
1585254773,99,52954
1585254774,98,52951
1585254775,99,52953
1585254776,99,52952
1585254777,99,52953
1585254778,99,52955
1585254780,98,52955
1585254781,99,52955
1585254782,99,52956
1585254783,99,52957
1585254784,96,52951
1585254785,99,52955
1585254786,99,52952
1585254787,99,52953
1585254788,96,52952
1585254789,98,52955
1585254791,98,52955
1585254792,97,52955
1585254793,98,52954
1585254794,96,52956
1585254795,98,52957
1585254796,98,52954
1585254797,97,52955
1585254798,98,52954
1585254799,97,52955
1585254800,98,52953
1585254801,97,52953
1585254802,98,52953
1585254803,97,52953
1585254805,98,52953
1585254806,97,52954
1585254807,98,52954
1585254808,97,52955
1585254809,96,52953
1585254810,98,52954
1585254811,98,52954
1585254812,98,52953
1585254813,97,52953
1585254814,96,52953
1585254815,97,52954
1585254817,98,52954
1585254818,98,52954
1585254819,98,52956
1585254820,96,52955
1585254821,98,52953
1585254822,98,52953
1585254823,98,52953
1585254824,98,52952
1585254825,96,52952
1585254826,98,52952
1585254827,98,52952
1585254828,98,52953
1585254830,98,52952
1585254831,97,52954
1585254832,98,52953
1585254833,98,52953
1585254834,98,52954
1585254835,96,52952
1585254836,98,52954
1585254837,98,52953
1585254838,98,52953
1585254839,98,52952
1585254840,96,52952
1585254841,98,52953
1585254842,98,52953
1585254844,98,52953
1585254845,98,52955
1585254846,96,52954
1585254847,98,52955
1585254848,98,52954
1585254849,98,52954
1585254850,98,52953
1585254851,96,52953
1585254852,99,52953
1585254853,98,52954
1585254854,98,52954
1585254855,98,52954
1585254857,97,52954
1585254858,98,52955
1585254859,98,52955
1585254860,98,52955
1585254861,98,52955
1585254862,96,52955
1585254863,97,52954
1585254864,97,52954
1585254865,97,52954
1585254866,97,52954
1585254867,96,52954
1585254868,97,52954
1585254869,97,52956
1585254871,97,52955
1585254872,96,52956
1585254873,95,52956
1585254874,96,52957
1585254875,97,52958
1585254876,96,52957
1585254877,96,52958
1585254878,95,52957
1585254879,97,52955
1585254880,96,52955
1585254881,96,52954
1585254882,95,52955
1585254883,93,52956
1585254884,97,52956
1585254886,97,52956
1585254887,96,52957
1585254888,96,52957
1585254889,95,52956
1585254890,92,52955
1585254891,97,52956
1585254892,97,52955
1585254893,96,52956
1585254894,97,52955
1585254895,97,52955
1585254896,94,52955
1585254897,94,52954
1585254898,94,52954
1585254899,91,52953
1585254900,89,52954
1585254901,85,52954
1585254903,80,52954
1585254904,75,52955
1585254905,71,52954
1585254906,68,52954
1585254907,63,52953
1585254908,60,52954
1585254909,55,52954
1585254910,53,52953
1585254911,56,52954
1585254912,53,52954
1585254913,48,52953
1585254914,48,52953
1585254915,46,52953
1585254916,48,52954
1585254917,47,52954
1585254918,47,52954
1585254919,47,52954
1585254920,47,52954
1585254921,47,52954
1585254922,46,52953
1585254923,46,52954
1585254924,47,52954
1585254925,47,52954
1585254926,45,52954
1585254927,46,52954
1585254928,47,52954
1585254929,44,52955
1585254930,47,52954
1585254931,46,52954
1585254932,43,52954
1585254933,43,52955
1585254934,43,52954
1585254935,44,52954
1585254936,43,52955
1585254937,43,52955
1585254938,43,52955
1585254939,44,52955
1585254940,43,52955
1585254941,43,52955
1585254942,42,52955
1585254943,41,52955
1585254944,39,52955
1585254945,39,52955
1585254946,37,52954
1585254947,38,52955
1585254948,38,52955
1585254949,36,52955
1585254950,38,52954
1585254951,36,52954
1585254952,34,52954
1585254953,36,52954
1585254954,35,52954
1585254955,35,52954
1585254956,36,52955
1585254957,36,52955
1585254958,36,52955
1585254959,36,52955
1585254960,35,52955
1585254961,35,52954
1585254962,36,52954
1585254963,36,52954
1585254964,32,52954
1585254965,34,52954
