query_11677.rq;-1;-1;-1;-1;-1
query_3260.rq;2;360;3511;0;0
query_11608.rq;8;136;435381;35;664
query_11623.rq;2;205;3098;0;0
query_11618.rq;417;8966;9891287;148;8758
query_11688.rq;2;11;2880;11;1
query_11714.rq;3;193;6618;0;0
query_11727.rq;2;21;3837;0;0
query_11583.rq;48;939;1725127;24;4664
query_11607.rq;13;271;100837;0;0
query_11597.rq;1204;25370;33652612;80;72135
query_11705.rq;3679;90757;86736878;157;179633
query_11704.rq;5;405;46199;403;6
query_11723.rq;2;47;17808;41;66
query_11667.rq;2;34;11949;32;32
query_11572.rq;2;215;3250;0;0
query_11648.rq;4;411;10530;411;3
query_11693.rq;2289;65182;128263247;29;228779
query_1170.rq;4;2012;43624610;1980;76
query_11588.rq;1675;42473;147877463;5206;240915
query_11589.rq;2;4215;128693198;4213;2
query_11605.rq;2;398;3913;0;0
query_11690.rq;2;57242;75686329;2290;2248603
query_11642.rq;2;18;3955;18;1
query_11733.rq;15;606;274579;363;156
query_11713.rq;68;1380;2951998;44;6678
query_11663.rq;2;3743;99218553;3742;1
query_11681.rq;2;11;4709;10;1
query_11646.rq;2;65910;75686329;2319;2248580
query_11721.rq;3;196;7033;196;1
query_11622.rq;2;5617;128693198;5613;2
query_11569.rq;3;8156;259911776;6119;35327
query_11643.rq;2;4569;128693198;4568;2
query_11683.rq;1185;54413;31909142;0;0
query_11726.rq;2;2026;53994246;0;0
query_11691.rq;3;390;6618;0;0
query_11639.rq;10;339;166457;281;345
query_1167.rq;5;145;86719;142;66
query_11655.rq;2;14;4605;0;0
query_11587.rq;3691;125684;87000229;129;180048
query_11577.rq;3349;127479;187684992;53;334757
query_11702.rq;7;151;150897;98;290
query_11731.rq;87;1910;2981675;17;8531
query_11674.rq;408;8907;6127653;370;2337
query_1168.rq;743;16379;17490962;118;36154
query_10416.rq;7;1428;91640;0;0
query_1159.rq;2;4205;99218553;4204;1
query_2159.rq;2;473;3250;0;0
query_11609.rq;660;12688;15515121;201;12386
query_11616.rq;9016;209577;316126349;32;901404
query_11598.rq;2;173284;563175585;15006;2834620
query_11717.rq;482;12720;11008547;9209;38537
query_11611.rq;2;57768;55584290;3457;1258621
query_11729.rq;2;225;3098;0;0
query_11652.rq;13;346;101065;341;12
query_11570.rq;13;434;101065;388;12
query_11718.rq;2289;60594;128263247;70;228779
query_11637.rq;1098;33631;48012560;21926;79719
query_11670.rq;3241;36829;76093257;23804;3545
query_11653.rq;2;32993;42618320;1558;1170405
query_11707.rq;2652;66036;109774694;362;227240
query_11660.rq;-1;-1;-1;-1;-1
query_6581.rq;33;966;1099707;28;3132
query_11734.rq;6;144;181397;42;403
query_4033.rq;33;490;936476;18;3101
query_11710.rq;2;22;8108;22;17
query_11593.rq;381;7529;9618431;86;18697
query_11680.rq;-1;-1;-1;-1;-1
query_11657.rq;2;40;23948;39;27
query_1158.rq;2652;78197;109800622;584;227240
query_11725.rq;126;2708;3927065;194;12323
query_11626.rq;771;15744;11667738;159;4621
query_11603.rq;2466;58360;38517968;374;5568
query_11617.rq;1931;36865;29500622;670;17108
query_11567.rq;2;14444;223020582;12880;56
query_11573.rq;87;1799;3175487;50;8521
query_11665.rq;29;845;1556179;33;2739
query_11619.rq;2020;39977;24712396;168;1598
query_11610.rq;3241;38692;76080063;28208;3545
query_1166.rq;480;9599;15807156;196;47796
query_11632.rq;2;31;24702;31;28
query_11636.rq;482;10846;11008547;8121;38537
query_11585.rq;8620;159594;209680572;47;861876
query_11633.rq;170;3482;6236333;26;16869
query_11566.rq;151;3103;5225635;71;14960
query_11614.rq;2;19;2722;0;0
query_11709.rq;1074;26784;28243321;23184;58836
query_6346.rq;3;204;6613;0;0
query_11606.rq;4;6871;249505247;6719;2816
query_1165.rq;23;544;743923;21;2104
query_5112.rq;2;14;4458;14;1
query_11571.rq;5;248;45246;245;3
query_11628.rq;8;289;54400;0;0
query_11661.rq;25;534;695806;41;2301
query_11697.rq;3;34;18656;34;10
query_11574.rq;2;8290;223020582;6990;56
query_11662.rq;7;499;124027;491;230
query_11654.rq;16;496;693304;116;1417
query_11651.rq;2;3673;128693198;3672;2
query_11701.rq;2;3388;128721580;0;0
query_1156.rq;2;15;3768;15;1
query_11601.rq;2;1969;3481369;106;62908
query_11695.rq;2;216;42648;215;51
